"Customer ID","Age","Gender","City","Subscription Type","Monthly Spending","Tenure","Number of Purchases","Customer Support Requests","Login Frequency","Last Activity Date","Satisfaction Score","Churn Status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1237","72","Female","Dallas","Premium","222.24","35","85","2","19","6/2/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1238","45","Male","Philadelphia","Basic","37.22","31","64","2","20","2/9/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1239","42","Female","Chicago","Basic","44.35","53","108","2","2","4/21/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1240","56","Male","Chicago","Premium","244.33","35","77","2","29","4/10/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1241","79","Male","San Antonio","Basic","40.51","32","16","0","29","12/31/2025","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1242","50","Female","Philadelphia","Basic","40.61","58","71","3","21","2/16/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1243","18","Male","Dallas","Standard","85.63","5","9","0","3","4/27/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1244","74","Female","Philadelphia","Standard","77.41","16","27","1","10","2/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1245","44","Male","Phoenix","Standard","130.12","17","14","4","5","5/18/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1246","79","Other","San Jose","Basic","25.09","32","35","2","12","1/25/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1247","74","Male","San Antonio","Basic","46.13","38","44","3","29","1/24/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1248","69","Male","New York","Basic","12.79","58","94","3","7","2/19/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1249","30","Female","San Antonio","Basic","12.33","32","69","3","9","4/19/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1250","58","Male","Chicago","Premium","289.05","52","122","1","2","2/19/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1251","20","Non-binary","Dallas","Standard","114.85","20","40","1","25","3/8/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1252","56","Female","Philadelphia","Basic","25.18","48","104","2","10","5/3/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1253","23","Female","Dallas","Standard","125.51","56","80","1","6","5/27/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1254","25","Female","Phoenix","Basic","36.89","2","2","2","12","5/27/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1255","44","Female","San Antonio","Premium","229.68","20","25","4","6","1/3/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1256","26","Female","Houston","Basic","13.95","47","81","5","27","3/2/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1257","79","Female","San Antonio","Basic","42.49","18","13","1","3","3/22/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1258","54","Female","New York","Standard","136.6","1","1","3","30","3/4/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1259","50","Male","San Antonio","Standard","67.22","58","106","1","10","3/7/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1260","68","Male","San Diego","Standard","135.05","29","39","2","29","2/21/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1261","59","Female","Phoenix","Basic","45.11","29","69","4","9","6/7/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1262","61","Male","Los Angeles","Basic","31.98","19","32","2","20","12/30/2025","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1263","41","Female","Phoenix","Basic","36.25","44","41","1","5","1/4/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1264","32","Male","Philadelphia","Basic","25.29","40","58","3","3","1/6/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1265","76","Male","Los Angeles","Premium","192.27","6","11","3","5","5/26/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1266","71","Female","Philadelphia","Basic","38.88","44","50","3","8","6/5/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1267","49","Female","Philadelphia","Basic","44.48","39","25","4","8","3/9/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1268","49","Male","New York","Standard","115.41","50","83","2","14","3/26/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1269","41","Female","New York","Basic","30.46","54","129","3","24","5/24/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1270","58","Female","San Jose","Standard","65.89","46","67","1","22","4/18/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1271","69","Male","Chicago","Premium","158.02","8","18","1","17","5/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1272","66","Female","San Jose","Basic","27.83","24","52","1","11","5/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1273","79","Male","San Jose","Premium","157.4","20","15","1","26","2/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1274","66","Male","Chicago","Standard","106.93","54","103","3","16","2/26/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1275","75","Non-binary","Houston","Basic","25.31","14","19","4","28","5/16/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1276","69","Male","Los Angeles","Basic","40.29","5","5","2","6","3/4/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1277","29","Female","Dallas","Basic","22.23","41","76","2","28","5/5/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1278","79","Female","San Jose","Standard","109.3","40","79","4","11","4/10/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1279","56","Male","San Antonio","Standard","103.77","34","29","2","10","2/22/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1280","19","Female","San Antonio","Premium","150.71","60","139","2","23","4/18/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1281","20","Female","Philadelphia","Premium","160.86","16","32","2","30","6/1/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1282","66","Male","Chicago","Standard","79.04","45","106","1","9","2/27/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1283","54","Female","Philadelphia","Standard","138.22","7","7","5","28","1/31/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1284","66","Female","San Diego","Basic","15.88","16","38","5","24","5/26/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1285","73","Female","San Diego","Standard","121.09","7","8","0","27","6/8/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1286","34","Female","Dallas","Basic","48.93","27","16","0","28","1/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1287","76","Male","New York","Standard","129.06","14","28","2","24","2/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1288","66","Female","New York","Basic","19.72","14","26","1","15","6/17/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1289","19","Female","Chicago","Basic","46.33","44","74","2","7","5/28/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1290","19","Female","Chicago","Basic","13.72","33","48","1","18","4/21/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1291","45","Female","San Jose","Basic","28.73","33","18","3","1","5/9/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1292","71","Female","San Diego","Standard","138.75","44","76","2","15","3/8/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1293","40","Female","San Jose","Basic","35.65","20","26","0","2","2/16/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1294","54","Female","New York","Standard","91.36","53","85","2","22","2/17/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1295","49","Female","Los Angeles","Basic","21.71","47","63","2","29","4/27/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1296","50","Female","Los Angeles","Standard","87.51","36","87","0","2","3/10/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1297","18","Female","Chicago","Basic","30.36","7","11","0","10","6/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1298","36","Female","Philadelphia","Basic","22.76","32","63","0","20","5/9/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1299","79","Male","New York","Standard","146.9","48","113","5","15","3/15/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1300","19","Male","Los Angeles","Basic","47.32","3","5","3","10","6/20/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1301","70","Male","New York","Basic","44.83","39","20","2","19","3/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1302","61","Female","Phoenix","Basic","26.87","29","16","2","22","4/14/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1303","43","Female","San Antonio","Basic","37.65","24","45","1","28","2/24/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1304","49","Female","San Diego","Standard","140.28","22","23","3","28","4/8/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1305","23","Male","San Jose","Basic","44.02","6","9","1","13","3/4/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1306","49","Female","New York","Standard","91.43","48","43","2","30","12/24/2025","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1307","72","Male","San Antonio","Premium","166.86","24","24","0","24","1/29/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1308","21","Male","Phoenix","Basic","13.03","40","60","2","11","1/2/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1309","72","Female","San Jose","Premium","236.56","23","56","4","22","2/16/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1310","28","Female","New York","Standard","114.26","54","93","3","2","5/12/2026","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1311","73","Male","Chicago","Standard","134.98","38","90","1","21","5/3/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1312","76","Male","San Antonio","Standard","79.25","10","24","1","27","4/6/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1313","34","Male","San Jose","Standard","66.75","16","14","1","13","4/26/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1314","80","Male","New York","Standard","87.9","11","12","1","22","6/6/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1315","55","Female","San Antonio","Basic","24.14","32","65","1","25","1/23/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1316","41","Male","Phoenix","Basic","15.3","45","100","2","22","2/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1317","22","Female","New York","Basic","36.89","6","9","1","26","6/5/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1318","69","Female","New York","Basic","30.35","24","59","2","21","4/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1319","51","Male","New York","Basic","38.84","33","17","2","1","6/6/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1320","23","Male","Dallas","Basic","24.11","53","58","2","26","6/8/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1321","39","Male","Chicago","Basic","23.03","51","89","1","5","1/22/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1322","28","Male","Phoenix","Standard","97.26","12","17","2","21","2/18/2026","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1323","80","Male","San Jose","Premium","281.61","56","41","0","22","2/12/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1324","65","Female","Dallas","Premium","156.04","27","33","0","7","2/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1325","33","Male","Philadelphia","Basic","42.19","38","20","2","13","5/11/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1326","50","Non-binary","Dallas","Standard","86.9","18","32","1","13","6/6/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1327","26","Male","San Diego","Premium","278.19","45","102","1","20","2/10/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1328","77","Female","San Diego","Basic","42.09","39","88","7","23","5/31/2026","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1329","76","Female","New York","Basic","23.95","55","104","0","21","5/4/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1330","23","Female","Dallas","Premium","254.08","13","18","0","6","6/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1331","33","Female","Philadelphia","Standard","65.96","53","80","3","20","1/19/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1332","46","Female","Dallas","Basic","45.85","40","30","1","12","6/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1333","20","Female","Chicago","Basic","26.18","30","35","1","8","12/30/2025","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1334","37","Female","Chicago","Basic","28.23","53","46","0","9","4/21/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1335","77","Female","Philadelphia","Premium","255.86","49","104","7","18","3/9/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1336","76","Male","Dallas","Standard","132.08","41","95","3","28","5/21/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1337","53","Male","San Antonio","Basic","19.45","52","81","2","11","1/26/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1338","36","Female","Chicago","Basic","36.45","13","25","2","20","4/18/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1339","43","Female","Chicago","Standard","89.2","34","25","1","11","1/23/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1340","20","Female","Los Angeles","Standard","86.87","36","61","3","24","1/19/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1341","80","Female","Dallas","Basic","37.6","30","57","1","24","6/10/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1342","36","Other","Chicago","Premium","208.08","25","35","2","15","1/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1343","37","Male","Phoenix","Basic","23.84","2","1","1","9","5/31/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1344","49","Male","Dallas","Basic","43.44","36","81","1","3","3/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1345","24","Male","San Diego","Standard","60.13","18","35","0","17","1/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1346","69","Male","Los Angeles","Basic","37.04","5","11","3","25","1/22/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1347","58","Female","Chicago","Premium","187.31","19","40","3","17","1/27/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1348","50","Male","Los Angeles","Standard","51.55","42","104","2","3","2/7/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1349","57","Female","San Diego","Standard","66.68","18","15","2","19","4/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1350","56","Male","Philadelphia","Basic","34.27","57","38","1","9","4/15/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1351","35","Female","Philadelphia","Basic","38.37","32","37","3","17","4/29/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1352","57","Female","Dallas","Basic","10.84","21","15","1","23","12/31/2025","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1353","18","Male","San Diego","Standard","53.64","10","15","1","18","4/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1354","28","Female","Houston","Standard","140.25","37","65","3","23","4/20/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1355","45","Male","Houston","Premium","161","49","81","3","15","4/14/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1356","74","Male","Dallas","Standard","139.42","22","22","2","1","3/11/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1357","42","Male","New York","Premium","184.22","13","30","2","29","5/18/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1358","67","Male","Los Angeles","Standard","124","55","29","3","26","12/31/2025","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1359","40","Male","Los Angeles","Basic","22.39","17","20","1","10","1/6/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1360","48","Female","Philadelphia","Basic","44.35","9","17","1","8","4/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1361","47","Female","Houston","Standard","120.05","24","48","1","10","2/23/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1362","59","Female","San Jose","Basic","26.07","44","58","3","29","4/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1363","52","Male","Chicago","Basic","13.05","14","7","4","26","6/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1364","24","Female","Chicago","Standard","123.27","46","79","5","2","6/18/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1365","77","Male","Chicago","Premium","242.53","8","5","2","19","2/23/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1366","33","Male","Philadelphia","Basic","10.12","55","39","2","14","1/12/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1367","43","Female","San Diego","Standard","50.94","37","66","1","8","1/27/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1368","65","Male","San Antonio","Premium","271.32","19","21","2","19","5/26/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1369","74","Female","Houston","Basic","20.38","28","33","5","1","6/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1370","69","Female","Houston","Basic","35.45","46","67","3","16","2/3/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1371","77","Male","San Jose","Basic","28.17","41","100","2","25","4/27/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1372","66","Male","Los Angeles","Standard","136.34","30","72","1","24","2/11/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1373","19","Male","New York","Standard","141.7","7","9","5","15","4/14/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1374","18","Female","Dallas","Premium","299.52","59","60","2","20","5/18/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1375","65","Male","Los Angeles","Standard","65.37","58","64","2","24","3/23/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1376","79","Male","San Diego","Basic","44.52","26","26","1","30","6/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1377","29","Male","Dallas","Basic","20.64","40","62","1","5","4/19/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1378","22","Female","Houston","Standard","109.08","46","78","0","3","3/18/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1379","54","Male","San Diego","Basic","30.23","54","79","3","17","4/9/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1380","49","Male","Dallas","Basic","10.72","60","78","3","29","5/11/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1381","76","Female","San Jose","Basic","47.31","46","42","1","10","2/28/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1382","72","Female","San Jose","Basic","13.13","11","16","2","5","2/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1383","26","Male","Phoenix","Basic","37.53","14","16","4","11","12/22/2025","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1384","58","Male","San Antonio","Basic","41.4","21","33","2","6","4/4/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1385","52","Male","San Jose","Basic","41.81","8","14","1","4","1/15/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1386","36","Female","Houston","Basic","15.42","3","5","3","7","1/4/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1387","65","Male","New York","Standard","94.76","28","39","6","19","2/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1388","33","Female","Chicago","Premium","274.41","29","46","2","7","6/18/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1389","20","Female","Phoenix","Basic","22.11","23","24","0","14","1/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1390","37","Female","Chicago","Standard","96.77","18","9","3","17","1/30/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1391","41","Male","San Antonio","Basic","20.91","35","61","1","23","4/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1392","71","Female","Dallas","Standard","96.36","13","13","1","17","1/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1393","73","Female","Philadelphia","Premium","283.18","12","22","1","13","5/25/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1394","50","Female","San Jose","Standard","95.51","47","93","5","27","5/17/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1395","41","Male","New York","Premium","233.39","50","116","0","1","4/14/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1396","69","Other","San Antonio","Basic","26.16","5","12","3","2","5/22/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1397","28","Male","Chicago","Basic","28.4","39","20","1","18","5/24/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1398","66","Male","Phoenix","Premium","152.28","11","27","0","4","1/30/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1399","25","Male","San Jose","Basic","21.35","58","108","2","13","5/12/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1400","53","Female","Houston","Basic","27.46","59","105","0","1","4/12/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1401","55","Male","San Jose","Standard","113.38","11","5","3","4","4/9/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1402","57","Male","Phoenix","Premium","217.51","59","131","1","2","1/17/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
