Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-1289,74,Female,San Diego,Standard,43.09,1,1,3,Monthly,2026-03-31,3,0
CUST-1290,68,Other,San Antonio,Basic,29.36,53,7,1,Monthly,2026-05-17,4,0
CUST-1291,39,Other,San Jose,Basic,21.32,32,11,0,Daily,2026-06-15,2,0
CUST-1292,71,Female,New York,Basic,28.59,11,4,0,Monthly,2026-06-20,5,0
CUST-1293,62,Male,Phoenix,Basic,27.49,57,9,3,Daily,2026-03-29,3,0
CUST-1294,41,Other,Chicago,Basic,17.93,20,4,3,Monthly,2026-03-29,1,0
CUST-1295,18,Male,San Diego,Basic,12.65,15,5,1,Monthly,2026-06-19,2,0
CUST-1296,70,Male,San Antonio,Premium,80.57,5,1,2,Monthly,2026-06-09,2,1
CUST-1297,41,Female,Chicago,Standard,60.94,49,5,1,Weekly,2026-06-12,2,0
CUST-1298,28,Female,Philadelphia,Premium,87.04,48,5,1,Monthly,2026-04-03,5,0
CUST-1299,23,Male,Chicago,Basic,21.79,25,6,2,Monthly,2026-05-11,3,0
CUST-1300,59,Male,Houston,Premium,118.08,47,20,2,Bi-weekly,2026-03-24,2,0
CUST-1301,60,Female,Houston,Premium,118.55,13,6,0,Monthly,2026-05-14,2,0
CUST-1302,68,Male,San Diego,Standard,34.51,32,3,4,Daily,2026-05-05,3,0
CUST-1303,73,Other,San Antonio,Standard,51.85,12,4,0,Daily,2026-06-18,2,1
CUST-1304,31,Male,New York,Standard,50.26,41,17,1,Monthly,2026-04-27,5,0
CUST-1305,52,Other,San Jose,Basic,15.55,20,2,1,Weekly,2026-06-01,4,0
CUST-1306,58,Other,Los Angeles,Standard,57.95,47,8,3,Daily,2026-05-20,1,0
CUST-1307,25,Female,San Jose,Premium,74.4,43,6,1,Daily,2026-06-19,3,0
CUST-1308,28,Female,Philadelphia,Premium,111.38,53,24,1,Bi-weekly,2026-05-30,4,0
CUST-1309,67,Female,Los Angeles,Basic,16.7,28,5,2,Daily,2026-05-18,2,0
CUST-1310,50,Female,New York,Standard,64.37,11,3,1,Weekly,2026-05-19,2,0
CUST-1311,61,Other,Los Angeles,Basic,24.82,1,1,3,Daily,2026-05-20,1,1
CUST-1312,42,Male,Chicago,Basic,21.06,59,23,1,Monthly,2026-05-23,4,0
CUST-1313,64,Female,Phoenix,Basic,21.43,8,1,0,Weekly,2026-05-23,2,0
CUST-1314,22,Female,Phoenix,Standard,43.09,36,15,2,Daily,2026-05-04,3,0
CUST-1315,68,Female,San Jose,Basic,19.28,38,16,2,Weekly,2026-04-12,3,1
CUST-1316,44,Male,Houston,Premium,97.71,54,23,2,Daily,2026-05-09,2,0
CUST-1317,42,Other,Phoenix,Basic,14.1,16,7,0,Monthly,2026-06-13,3,0
CUST-1318,23,Male,Houston,Premium,103.04,58,12,5,Monthly,2026-06-10,1,0
CUST-1319,58,Female,Los Angeles,Premium,115.43,28,11,0,Weekly,2026-05-21,4,0
CUST-1320,38,Female,Philadelphia,Standard,48.11,15,1,2,Weekly,2026-06-03,2,1
CUST-1321,28,Female,San Diego,Standard,46.26,35,12,4,Weekly,2026-04-24,3,0
CUST-1322,72,Male,Los Angeles,Basic,26.15,20,10,2,Daily,2026-05-24,4,0
CUST-1323,63,Male,Philadelphia,Standard,50.54,44,10,4,Bi-weekly,2026-05-29,1,0
CUST-1324,72,Female,Dallas,Premium,114.01,7,2,0,Daily,2026-06-03,2,1
CUST-1325,71,Male,Chicago,Basic,26.47,24,11,2,Daily,2026-04-07,4,0
CUST-1326,22,Male,Los Angeles,Basic,28.05,29,13,1,Weekly,2026-06-09,4,0
CUST-1327,47,Male,Chicago,Premium,104.65,47,13,2,Monthly,2026-06-17,5,0
CUST-1328,29,Female,Houston,Basic,15.5,29,3,2,Daily,2026-04-03,3,0
CUST-1329,49,Female,Dallas,Standard,32.44,18,7,1,Weekly,2026-04-28,3,0
CUST-1330,69,Other,Houston,Premium,149.53,35,1,0,Monthly,2026-05-06,5,0
CUST-1331,49,Female,San Jose,Premium,95.73,18,3,0,Daily,2026-05-11,3,1
CUST-1332,69,Female,New York,Standard,51.18,50,19,1,Weekly,2026-05-31,2,1
CUST-1333,33,Female,Dallas,Premium,74.47,15,5,2,Monthly,2026-05-06,3,0
CUST-1334,55,Female,Philadelphia,Premium,72.26,45,12,1,Weekly,2026-04-09,3,0
CUST-1335,69,Female,Dallas,Standard,37.02,3,1,1,Daily,2026-05-22,3,1
CUST-1336,48,Male,Philadelphia,Premium,86.12,9,3,1,Weekly,2026-05-10,2,1
CUST-1337,55,Other,Chicago,Basic,26.93,56,12,1,Daily,2026-05-04,5,0
CUST-1338,39,Female,Philadelphia,Basic,29.52,47,14,3,Monthly,2026-03-29,3,1
CUST-1339,53,Other,San Jose,Standard,38.93,38,6,1,Monthly,2026-05-12,4,0
CUST-1340,64,Male,San Jose,Standard,64.03,50,19,1,Daily,2026-05-28,4,0
CUST-1341,57,Male,San Jose,Basic,28.73,10,3,0,Daily,2026-05-21,4,0
CUST-1342,28,Other,Los Angeles,Premium,123.6,47,11,0,Monthly,2026-06-19,4,0
CUST-1343,62,Male,Philadelphia,Standard,61.48,47,1,2,Daily,2026-05-02,5,0
CUST-1344,28,Female,San Diego,Standard,44.05,25,2,2,Monthly,2026-04-08,3,1
CUST-1345,22,Male,Phoenix,Basic,16.37,7,1,1,Bi-weekly,2026-05-30,5,0
CUST-1346,22,Other,Los Angeles,Standard,53.76,40,16,1,Daily,2026-04-26,3,0
CUST-1347,45,Male,New York,Basic,16.62,13,4,0,Bi-weekly,2026-03-28,4,0
CUST-1348,24,Male,San Antonio,Premium,113.97,32,5,3,Daily,2026-05-05,1,1
CUST-1349,36,Other,San Jose,Standard,37.99,2,1,2,Weekly,2026-03-31,4,0
CUST-1350,48,Male,Phoenix,Standard,48.84,58,22,0,Bi-weekly,2026-06-09,5,0
CUST-1351,74,Female,Philadelphia,Basic,18.92,17,8,2,Monthly,2026-05-18,3,0
CUST-1352,54,Male,Chicago,Premium,123.4,6,3,0,Bi-weekly,2026-04-12,5,0
CUST-1353,55,Male,Dallas,Basic,26.82,53,17,1,Monthly,2026-04-13,5,0
CUST-1354,33,Female,Phoenix,Basic,17.9,55,23,0,Daily,2026-04-17,3,1
CUST-1355,66,Female,Chicago,Basic,29.44,52,7,0,Weekly,2026-06-15,5,0
CUST-1356,61,Female,Houston,Premium,81.83,39,9,1,Bi-weekly,2026-06-12,2,1
CUST-1357,43,Other,Philadelphia,Standard,50.79,59,28,1,Daily,2026-03-23,5,1
CUST-1358,27,Male,San Jose,Premium,116.61,7,1,0,Daily,2026-05-15,4,0
CUST-1359,34,Female,San Diego,Premium,118.72,3,1,1,Bi-weekly,2026-04-30,3,0
CUST-1360,61,Other,San Antonio,Basic,17.92,57,11,3,Weekly,2026-06-14,4,0
CUST-1361,75,Female,New York,Standard,62.7,20,5,0,Bi-weekly,2026-04-19,2,0
CUST-1362,32,Male,Phoenix,Premium,105.45,53,11,2,Bi-weekly,2026-04-28,2,1
CUST-1363,31,Female,San Diego,Premium,139.38,53,2,0,Weekly,2026-06-12,4,0
CUST-1364,43,Male,Dallas,Premium,72.32,13,2,0,Daily,2026-05-20,2,0
CUST-1365,41,Other,Houston,Standard,44.73,30,9,0,Monthly,2026-03-31,2,0
CUST-1366,33,Female,San Diego,Premium,105.69,56,16,0,Bi-weekly,2026-05-07,3,0
CUST-1367,34,Other,Los Angeles,Standard,31.1,4,1,2,Weekly,2026-05-23,3,0
CUST-1368,35,Other,San Antonio,Premium,71.6,50,25,2,Daily,2026-04-21,3,0
CUST-1369,56,Male,Houston,Standard,54.33,20,5,2,Monthly,2026-05-03,4,0
CUST-1370,31,Female,Phoenix,Premium,111.65,40,13,2,Daily,2026-06-20,4,0
CUST-1371,56,Other,Phoenix,Standard,57.38,31,2,1,Bi-weekly,2026-05-16,4,0
CUST-1372,34,Other,Phoenix,Basic,13.0,49,8,2,Daily,2026-04-05,5,0
CUST-1373,61,Male,New York,Premium,109.79,19,5,4,Monthly,2026-04-30,4,0
CUST-1374,55,Other,San Jose,Basic,16.86,46,8,0,Monthly,2026-03-27,4,0
CUST-1375,72,Male,Dallas,Basic,15.88,31,3,1,Bi-weekly,2026-04-10,3,0
CUST-1376,75,Female,Los Angeles,Basic,17.11,48,10,1,Monthly,2026-05-09,4,0
CUST-1377,36,Female,Los Angeles,Standard,32.15,41,19,0,Daily,2026-04-21,3,0
CUST-1378,73,Other,San Antonio,Premium,93.87,4,1,3,Weekly,2026-05-26,3,0
CUST-1379,54,Female,Chicago,Standard,64.5,12,1,1,Monthly,2026-05-09,3,0
CUST-1380,21,Male,San Diego,Standard,38.38,50,6,1,Weekly,2026-04-19,2,1
CUST-1381,45,Other,San Antonio,Standard,47.16,31,7,1,Daily,2026-06-16,3,0
CUST-1382,18,Female,Dallas,Basic,10.36,1,1,3,Weekly,2026-03-24,3,1
CUST-1383,24,Female,Dallas,Premium,94.49,5,1,0,Bi-weekly,2026-05-14,5,0
CUST-1384,56,Other,Philadelphia,Standard,65.52,9,3,0,Monthly,2026-05-06,3,0
CUST-1385,69,Female,New York,Basic,14.49,9,2,4,Daily,2026-04-06,2,1
CUST-1386,63,Other,New York,Standard,65.06,17,1,0,Daily,2026-03-28,2,0
CUST-1387,19,Male,Los Angeles,Standard,47.77,8,3,2,Monthly,2026-03-23,3,1
CUST-1388,61,Other,New York,Standard,46.83,7,3,1,Bi-weekly,2026-04-02,3,0
CUST-1389,75,Male,Dallas,Premium,119.42,19,2,0,Daily,2026-04-18,3,0
CUST-1390,67,Female,Dallas,Basic,17.16,27,5,1,Weekly,2026-06-15,5,0
CUST-1391,62,Female,Philadelphia,Basic,10.05,43,3,1,Daily,2026-04-08,5,1
CUST-1392,23,Other,Los Angeles,Premium,127.89,58,9,1,Weekly,2026-04-23,4,0
CUST-1393,21,Male,Chicago,Basic,27.04,24,11,2,Bi-weekly,2026-04-27,2,1
CUST-1394,66,Male,New York,Basic,23.27,11,3,2,Bi-weekly,2026-04-25,4,0
CUST-1395,23,Female,Philadelphia,Basic,12.28,26,8,2,Bi-weekly,2026-05-02,5,0
CUST-1396,59,Male,Los Angeles,Basic,23.92,4,1,0,Daily,2026-04-28,5,0
CUST-1397,61,Female,Chicago,Premium,100.38,23,10,1,Daily,2026-03-25,3,0
CUST-1398,49,Male,San Antonio,Standard,31.84,17,6,0,Daily,2026-03-22,3,0
CUST-1399,60,Female,Dallas,Premium,125.06,40,4,2,Monthly,2026-03-28,3,0
CUST-1400,60,Other,San Antonio,Basic,26.78,36,2,1,Daily,2026-03-30,3,0
CUST-1401,48,Female,Chicago,Basic,25.03,21,4,0,Bi-weekly,2026-05-16,2,0
CUST-1402,53,Other,San Antonio,Standard,62.68,6,2,3,Monthly,2026-04-08,4,1
CUST-1403,49,Female,Philadelphia,Basic,29.61,48,21,1,Daily,2026-06-07,5,0
CUST-1404,53,Other,New York,Basic,25.84,40,10,2,Weekly,2026-03-29,5,0
CUST-1405,41,Male,Houston,Standard,43.28,50,20,1,Monthly,2026-03-28,4,0
CUST-1406,25,Male,Houston,Basic,16.83,54,21,0,Bi-weekly,2026-04-11,4,0
CUST-1407,20,Male,San Diego,Basic,26.44,48,24,1,Monthly,2026-06-07,4,0
CUST-1408,30,Male,San Antonio,Basic,19.14,51,7,2,Bi-weekly,2026-06-07,5,1
CUST-1409,58,Other,San Jose,Basic,25.44,29,8,4,Weekly,2026-04-18,1,1
CUST-1410,21,Other,San Antonio,Premium,108.63,33,6,2,Weekly,2026-06-04,2,1
CUST-1411,56,Other,Philadelphia,Premium,140.51,27,10,1,Weekly,2026-05-16,5,0
CUST-1412,36,Female,Chicago,Basic,18.25,45,17,2,Bi-weekly,2026-03-23,4,0
CUST-1413,53,Other,Houston,Basic,14.19,46,10,2,Bi-weekly,2026-03-26,3,0
CUST-1414,59,Male,Dallas,Premium,125.54,21,2,2,Bi-weekly,2026-04-10,5,0
CUST-1415,60,Other,San Antonio,Premium,129.83,54,18,1,Bi-weekly,2026-04-27,2,0
CUST-1416,19,Female,Chicago,Basic,23.41,13,3,6,Weekly,2026-05-15,2,1
CUST-1417,21,Other,Phoenix,Basic,25.07,3,2,1,Monthly,2026-06-07,3,0
CUST-1418,53,Female,Houston,Premium,132.74,52,23,1,Bi-weekly,2026-03-24,2,0
CUST-1419,42,Female,Philadelphia,Premium,74.3,48,9,0,Weekly,2026-04-02,5,0
CUST-1420,58,Other,Philadelphia,Premium,113.73,39,7,0,Weekly,2026-05-14,5,0
CUST-1421,61,Male,Chicago,Basic,24.7,8,4,2,Daily,2026-04-27,4,0
CUST-1422,26,Male,San Jose,Standard,30.23,30,12,0,Weekly,2026-06-15,3,0
CUST-1423,56,Male,San Jose,Premium,94.09,51,19,1,Bi-weekly,2026-06-11,4,0
CUST-1424,29,Other,Los Angeles,Premium,82.75,35,13,2,Daily,2026-05-07,3,0
CUST-1425,60,Female,Philadelphia,Standard,41.74,49,20,2,Monthly,2026-04-10,2,1
CUST-1426,40,Female,Houston,Premium,119.1,40,8,0,Daily,2026-03-25,4,0
CUST-1427,68,Male,San Antonio,Standard,51.61,19,1,1,Bi-weekly,2026-04-16,5,0
CUST-1428,36,Other,Houston,Standard,50.56,7,1,5,Daily,2026-04-01,1,1
CUST-1429,58,Male,San Antonio,Basic,14.11,54,23,2,Monthly,2026-03-30,2,0
CUST-1430,27,Male,San Diego,Premium,96.54,6,1,4,Daily,2026-05-29,3,0
CUST-1431,54,Male,Phoenix,Standard,45.52,41,13,2,Monthly,2026-05-11,2,1
CUST-1432,25,Other,New York,Premium,127.62,5,1,0,Daily,2026-05-06,2,1
CUST-1433,61,Female,San Jose,Basic,15.63,60,15,1,Monthly,2026-05-01,2,0
CUST-1434,52,Male,Chicago,Premium,101.28,52,18,1,Bi-weekly,2026-03-31,3,0
CUST-1435,74,Other,Philadelphia,Basic,21.07,36,5,0,Daily,2026-06-15,2,0
CUST-1436,43,Other,Dallas,Basic,16.09,48,24,0,Bi-weekly,2026-05-24,5,0
CUST-1437,72,Other,Chicago,Basic,13.68,40,9,2,Weekly,2026-06-06,3,0
CUST-1438,54,Male,Dallas,Standard,55.79,5,2,1,Daily,2026-05-19,2,1
CUST-1439,55,Female,Philadelphia,Standard,35.13,42,8,2,Daily,2026-05-15,2,0
CUST-1440,38,Female,San Diego,Standard,54.65,20,10,3,Weekly,2026-04-09,3,0
CUST-1441,45,Male,New York,Standard,39.85,15,6,1,Monthly,2026-05-16,4,0
CUST-1442,64,Female,San Diego,Standard,47.81,50,10,2,Monthly,2026-04-11,2,1
CUST-1443,56,Male,Phoenix,Basic,27.83,13,3,2,Daily,2026-06-11,2,0
CUST-1444,58,Male,San Jose,Premium,102.41,38,7,1,Daily,2026-04-11,4,0
CUST-1445,52,Female,Chicago,Standard,45.7,58,25,0,Bi-weekly,2026-06-03,5,0
CUST-1446,23,Female,Philadelphia,Premium,70.85,16,3,0,Weekly,2026-04-24,3,0
CUST-1447,54,Other,Chicago,Premium,128.56,23,1,2,Weekly,2026-04-19,3,1
CUST-1448,41,Male,New York,Premium,86.54,59,26,4,Bi-weekly,2026-05-02,4,0
CUST-1449,74,Male,New York,Premium,95.93,46,17,2,Bi-weekly,2026-05-18,3,0
CUST-1450,42,Female,San Jose,Premium,141.86,5,2,0,Monthly,2026-05-23,5,0
CUST-1451,73,Female,San Diego,Standard,65.49,1,1,1,Monthly,2026-05-30,3,1
CUST-1452,59,Female,Houston,Basic,13.74,24,10,1,Daily,2026-03-28,3,0
CUST-1453,39,Other,Los Angeles,Standard,57.01,31,4,2,Weekly,2026-03-30,5,1
CUST-1454,20,Male,San Jose,Premium,82.89,41,17,2,Daily,2026-04-08,3,1
CUST-1455,34,Male,Dallas,Standard,53.97,37,1,5,Bi-weekly,2026-06-10,2,1
CUST-1456,48,Female,Chicago,Basic,26.61,39,5,0,Weekly,2026-04-02,4,1
CUST-1457,61,Female,San Diego,Premium,117.25,15,4,1,Monthly,2026-06-04,2,1
CUST-1458,51,Other,San Antonio,Basic,22.11,12,4,1,Daily,2026-04-13,2,1
CUST-1459,60,Male,San Jose,Premium,136.2,58,25,1,Monthly,2026-04-15,5,0
CUST-1460,20,Other,Dallas,Standard,39.18,52,16,0,Monthly,2026-05-07,2,1
CUST-1461,34,Female,Houston,Basic,15.67,57,18,1,Monthly,2026-05-19,3,1
CUST-1462,65,Male,San Jose,Premium,79.43,1,2,2,Weekly,2026-03-24,4,0
CUST-1463,24,Male,San Antonio,Premium,116.83,17,7,2,Bi-weekly,2026-04-03,4,0
CUST-1464,43,Male,San Antonio,Premium,132.7,31,3,2,Bi-weekly,2026-04-10,5,0
CUST-1465,37,Other,Philadelphia,Premium,101.85,9,1,6,Weekly,2026-04-24,1,1
CUST-1466,50,Female,Philadelphia,Premium,119.12,44,2,3,Weekly,2026-05-02,1,0
CUST-1467,70,Male,San Diego,Premium,104.83,5,2,0,Weekly,2026-05-04,2,0
CUST-1468,64,Female,San Antonio,Premium,122.49,19,1,2,Weekly,2026-03-31,5,0
CUST-1469,30,Other,Dallas,Standard,37.79,51,20,1,Weekly,2026-04-03,3,0
CUST-1470,41,Male,New York,Basic,11.74,18,7,2,Bi-weekly,2026-03-27,5,0
CUST-1471,30,Other,New York,Premium,126.29,59,3,3,Bi-weekly,2026-04-10,3,0
CUST-1472,70,Female,Houston,Premium,147.04,30,15,1,Monthly,2026-04-08,2,1
CUST-1473,44,Other,Los Angeles,Premium,75.79,19,6,2,Daily,2026-04-16,4,0
CUST-1474,70,Other,Phoenix,Premium,105.42,25,10,3,Monthly,2026-05-20,3,0
CUST-1475,47,Other,San Diego,Premium,138.96,31,2,3,Bi-weekly,2026-06-12,4,0
CUST-1476,32,Other,Houston,Standard,46.5,23,9,2,Daily,2026-03-23,4,1
CUST-1477,23,Female,Philadelphia,Basic,21.09,12,4,2,Bi-weekly,2026-05-06,3,0
CUST-1478,35,Male,Houston,Standard,59.48,16,4,1,Bi-weekly,2026-05-25,3,0
CUST-1479,33,Other,Philadelphia,Basic,25.58,8,1,0,Monthly,2026-04-03,2,0
CUST-1480,52,Male,San Diego,Standard,54.83,32,9,1,Monthly,2026-05-28,4,0
CUST-1481,66,Other,Chicago,Basic,20.51,28,8,1,Daily,2026-04-17,4,0
CUST-1482,61,Male,San Diego,Basic,23.96,30,6,4,Daily,2026-06-19,2,1
CUST-1483,24,Female,Philadelphia,Premium,138.95,12,5,1,Bi-weekly,2026-05-21,4,0
CUST-1484,57,Female,Philadelphia,Basic,19.98,14,4,0,Bi-weekly,2026-05-05,5,0
CUST-1485,29,Other,Chicago,Premium,124.88,53,4,1,Bi-weekly,2026-05-21,5,0
CUST-1486,30,Male,Chicago,Standard,62.23,12,4,3,Monthly,2026-06-03,3,0
CUST-1487,37,Female,Dallas,Premium,73.82,7,3,2,Weekly,2026-06-13,3,0
CUST-1488,48,Other,Los Angeles,Standard,59.78,17,6,0,Bi-weekly,2026-04-10,4,0
CUST-1489,44,Male,Philadelphia,Premium,147.05,13,5,2,Weekly,2026-05-15,4,0
CUST-1490,50,Female,San Diego,Basic,17.62,19,8,0,Weekly,2026-05-30,4,0
CUST-1491,57,Other,San Antonio,Basic,11.58,22,4,2,Bi-weekly,2026-05-11,4,0
CUST-1492,56,Other,San Antonio,Standard,65.51,50,12,1,Monthly,2026-04-29,3,0
CUST-1493,19,Male,Houston,Premium,90.13,48,23,2,Daily,2026-05-25,3,0
CUST-1494,24,Male,San Diego,Premium,74.31,50,13,2,Daily,2026-06-07,4,0
CUST-1495,23,Other,San Antonio,Standard,39.17,48,10,3,Monthly,2026-04-01,2,1
CUST-1496,71,Male,New York,Basic,23.27,56,11,0,Monthly,2026-04-22,4,0
CUST-1497,26,Other,Dallas,Basic,21.82,30,11,0,Monthly,2026-04-14,4,0
CUST-1498,48,Other,Houston,Basic,18.84,24,7,2,Bi-weekly,2026-06-01,4,1
CUST-1499,51,Male,Philadelphia,Standard,48.77,1,2,2,Monthly,2026-05-13,2,0
CUST-1500,69,Female,San Jose,Basic,25.94,36,12,5,Weekly,2026-04-29,4,0
CUST-1501,28,Other,San Antonio,Standard,38.82,6,2,0,Weekly,2026-04-15,4,0
CUST-1502,65,Other,Phoenix,Standard,37.52,5,1,0,Weekly,2026-05-14,2,0
CUST-1503,57,Female,Phoenix,Premium,119.82,13,3,3,Daily,2026-06-01,1,0
CUST-1504,19,Male,Los Angeles,Standard,40.77,46,15,0,Daily,2026-05-22,2,1
CUST-1505,49,Male,Philadelphia,Standard,42.46,52,16,0,Bi-weekly,2026-04-22,2,1
CUST-1506,71,Male,New York,Standard,61.03,5,2,2,Weekly,2026-05-27,4,0
CUST-1507,71,Male,Los Angeles,Premium,89.92,50,15,1,Weekly,2026-06-16,3,0
CUST-1508,67,Male,Dallas,Premium,148.57,31,7,1,Bi-weekly,2026-05-10,3,0
CUST-1509,20,Other,Dallas,Premium,79.77,31,11,2,Bi-weekly,2026-05-26,4,0
CUST-1510,73,Other,Houston,Basic,14.72,28,6,0,Daily,2026-05-30,4,0
CUST-1511,43,Male,New York,Basic,21.62,45,16,0,Weekly,2026-05-04,2,1
CUST-1512,49,Male,San Jose,Standard,67.23,49,21,1,Daily,2026-06-13,4,0
CUST-1513,62,Other,Los Angeles,Basic,19.76,21,9,1,Bi-weekly,2026-04-25,3,1
CUST-1514,42,Female,Chicago,Standard,65.95,32,15,3,Bi-weekly,2026-04-12,4,1
CUST-1515,29,Other,Philadelphia,Standard,59.3,18,9,1,Weekly,2026-06-12,3,0
CUST-1516,70,Female,Dallas,Standard,48.16,50,21,2,Monthly,2026-05-28,2,0
CUST-1517,41,Other,Houston,Standard,58.84,43,18,2,Monthly,2026-05-27,5,0
CUST-1518,27,Other,Phoenix,Standard,46.39,21,2,1,Daily,2026-04-15,2,1
CUST-1519,26,Male,New York,Basic,12.14,13,1,1,Daily,2026-04-08,5,0
CUST-1520,51,Other,San Jose,Standard,31.96,15,5,0,Daily,2026-06-19,3,0
CUST-1521,74,Male,San Diego,Premium,74.86,36,14,1,Bi-weekly,2026-03-22,2,0
CUST-1522,35,Other,New York,Premium,75.63,20,2,0,Weekly,2026-04-15,2,1
CUST-1523,32,Other,San Antonio,Basic,13.86,43,8,1,Weekly,2026-04-10,5,0
CUST-1524,67,Other,San Jose,Standard,56.98,45,22,3,Monthly,2026-06-07,2,0
CUST-1525,53,Female,Dallas,Standard,56.3,35,15,0,Bi-weekly,2026-05-11,4,0
CUST-1526,44,Other,San Antonio,Premium,95.88,16,4,0,Monthly,2026-04-11,4,0
CUST-1527,46,Female,San Antonio,Basic,24.53,19,1,2,Weekly,2026-05-13,2,1
CUST-1528,32,Male,Philadelphia,Basic,25.43,45,9,1,Weekly,2026-06-08,2,0
CUST-1529,27,Male,Phoenix,Standard,65.59,16,4,4,Bi-weekly,2026-05-13,1,0
CUST-1530,54,Male,Los Angeles,Premium,95.98,31,3,2,Monthly,2026-03-24,2,1
CUST-1531,37,Male,San Jose,Standard,33.14,4,2,3,Bi-weekly,2026-04-26,4,0
CUST-1532,25,Male,San Jose,Basic,22.68,41,13,3,Daily,2026-05-12,1,1
CUST-1533,54,Male,Philadelphia,Premium,125.82,10,1,0,Monthly,2026-04-24,2,1
CUST-1534,36,Female,Chicago,Basic,16.72,31,10,1,Daily,2026-04-11,5,0
CUST-1535,43,Other,San Antonio,Premium,80.43,9,4,1,Weekly,2026-04-19,5,0
CUST-1536,30,Other,San Jose,Premium,111.94,16,2,2,Bi-weekly,2026-04-26,4,0
CUST-1537,54,Male,Los Angeles,Premium,103.09,24,6,3,Weekly,2026-05-10,3,0
CUST-1538,19,Female,Chicago,Standard,54.65,52,15,1,Weekly,2026-04-25,2,0
CUST-1539,32,Male,Philadelphia,Basic,25.15,55,3,3,Daily,2026-06-14,2,0
CUST-1540,27,Female,New York,Standard,57.75,8,3,1,Monthly,2026-04-21,2,1
CUST-1541,65,Other,Houston,Basic,20.93,49,9,0,Monthly,2026-04-02,3,0
CUST-1542,60,Male,San Antonio,Premium,142.48,34,2,1,Bi-weekly,2026-05-30,2,1
CUST-1543,68,Other,San Jose,Standard,32.12,42,1,3,Daily,2026-05-02,3,0
CUST-1544,60,Female,Los Angeles,Basic,15.85,57,21,1,Monthly,2026-05-22,5,0
CUST-1545,63,Male,Philadelphia,Standard,64.67,35,3,1,Weekly,2026-05-26,5,0
CUST-1546,63,Male,New York,Basic,28.45,20,6,2,Monthly,2026-05-01,3,1
CUST-1547,61,Female,Philadelphia,Premium,94.19,33,9,4,Daily,2026-04-01,3,0
CUST-1548,74,Male,Dallas,Standard,39.02,22,7,1,Weekly,2026-06-09,5,0
CUST-1549,61,Other,Houston,Standard,39.61,10,4,1,Bi-weekly,2026-04-04,4,0
CUST-1550,26,Male,Chicago,Premium,113.31,52,7,3,Weekly,2026-05-12,2,1
CUST-1551,67,Male,San Jose,Basic,16.35,36,18,2,Daily,2026-05-28,4,0
CUST-1552,27,Other,New York,Standard,65.21,27,7,2,Bi-weekly,2026-04-25,4,0
CUST-1553,30,Male,Chicago,Basic,10.52,40,20,2,Bi-weekly,2026-04-04,3,0
CUST-1554,32,Other,New York,Standard,33.18,50,16,2,Weekly,2026-04-17,5,0
CUST-1555,41,Male,San Antonio,Standard,48.95,11,2,1,Weekly,2026-06-16,5,0
CUST-1556,18,Female,San Antonio,Basic,24.85,13,2,0,Daily,2026-05-29,5,0
CUST-1557,49,Other,Philadelphia,Standard,65.5,28,7,2,Daily,2026-04-04,5,0
CUST-1558,43,Other,San Jose,Premium,112.89,42,2,1,Daily,2026-04-24,5,0
CUST-1559,20,Male,Dallas,Premium,101.65,48,2,1,Monthly,2026-04-15,2,1
CUST-1560,46,Female,Phoenix,Standard,48.45,28,5,2,Daily,2026-03-24,3,0
CUST-1561,59,Female,Los Angeles,Premium,110.05,12,5,0,Weekly,2026-05-01,5,0
CUST-1562,19,Male,San Diego,Premium,141.73,58,7,0,Monthly,2026-06-09,4,0
CUST-1563,59,Other,Chicago,Premium,128.66,6,1,1,Monthly,2026-03-31,4,1
CUST-1564,63,Female,Dallas,Premium,145.98,25,9,2,Monthly,2026-06-15,3,0
CUST-1565,54,Other,Chicago,Basic,27.38,12,6,2,Daily,2026-04-28,4,0
CUST-1566,67,Female,Phoenix,Premium,84.46,58,5,0,Weekly,2026-06-20,4,1
CUST-1567,49,Female,Dallas,Basic,22.16,32,8,0,Weekly,2026-04-06,5,0
CUST-1568,46,Male,San Jose,Premium,70.53,57,18,3,Bi-weekly,2026-04-02,2,1
CUST-1569,27,Male,Philadelphia,Basic,12.91,3,2,3,Bi-weekly,2026-06-09,1,1
CUST-1570,29,Male,Phoenix,Premium,122.87,45,20,0,Weekly,2026-04-23,4,0
CUST-1571,23,Female,Philadelphia,Standard,65.9,53,3,1,Monthly,2026-04-11,2,1
CUST-1572,26,Male,Phoenix,Standard,51.08,34,7,2,Weekly,2026-04-03,2,1
CUST-1573,64,Other,Dallas,Basic,19.67,45,20,0,Bi-weekly,2026-04-27,4,0
CUST-1574,54,Other,Philadelphia,Basic,22.29,32,16,2,Monthly,2026-05-28,3,0
CUST-1575,30,Male,Los Angeles,Basic,19.3,51,4,1,Weekly,2026-04-03,5,0
CUST-1576,39,Female,Dallas,Premium,86.99,41,7,0,Bi-weekly,2026-05-19,2,1
CUST-1577,50,Other,Philadelphia,Basic,12.28,22,6,2,Monthly,2026-04-09,2,0
CUST-1578,30,Female,Philadelphia,Premium,108.33,31,13,4,Daily,2026-03-30,2,1
CUST-1579,58,Female,Dallas,Standard,48.5,53,14,2,Daily,2026-04-15,4,0
